date,temp_c,precip_mm,weathercode
2010-02-13,-4.15,2.2,71
2010-02-14,-4.8999999999999995,0.0,3
2010-02-15,-4.7,0.0,3
2010-02-16,-2.4499999999999997,0.0,3
2010-02-17,-2.15,1.8,73
2010-02-18,2.45,1.4,51
2010-02-19,3.05,0.0,3
2010-02-20,0.5000000000000001,0.9,71
2010-02-21,0.45000000000000007,0.5,73
2010-02-22,4.6,5.1,61
2010-02-23,4.2,9.1,73
2010-02-24,5.25,3.2,71
2010-02-25,7.199999999999999,4.0,53
2010-02-26,7.35,3.9,53
2010-02-27,5.449999999999999,1.6,53
2010-02-28,7.1000000000000005,9.2,55
2010-03-01,3.4,5.9,53
2010-03-02,2.15,1.2,51
2010-03-03,2.1999999999999997,0.0,3
2010-03-04,0.3500000000000001,0.0,3
2010-03-05,-0.6500000000000001,5.2,75
2010-03-06,-1.9999999999999998,2.7,73
2010-03-07,-3.8499999999999996,0.0,3
2010-03-08,-1.65,0.4,71
2010-03-09,-2.2,0.0,2
2010-03-10,-1.5999999999999999,0.0,1
2010-03-11,-1.5000000000000002,0.3,71
2010-03-12,3.4,1.2,71
2010-03-13,3.55,2.2,51
2010-03-14,4.35,6.8,55
2010-03-15,2.25,8.7,73
2010-03-16,2.8,0.9,51
2010-03-17,6.8,0.0,3
2010-03-18,9.4,0.0,3
2010-03-19,11.149999999999999,0.0,3
2010-03-20,12.5,10.6,61
2010-03-21,7.699999999999999,8.6,61
2010-03-22,5.5,0.0,3
2010-03-23,8.3,0.0,3
2010-03-24,10.65,0.0,3
2010-03-25,13.35,0.0,2
2010-03-26,9.850000000000001,7.2,61
2010-03-27,8.75,0.5,51
2010-03-28,8.75,2.7,51
2010-03-29,8.55,6.2,55
2010-03-30,12.25,2.5,53
2010-03-31,8.15,0.3,51
2010-04-01,5.3,1.7,53
2010-04-02,6.199999999999999,0.0,3
2010-04-03,7.949999999999999,3.7,55
2010-04-04,8.45,5.2,61
2010-04-05,7.1499999999999995,0.5,51
2010-04-06,8.9,0.0,3
2010-04-07,12.2,0.0,3
2010-04-08,9.55,0.2,51
2010-04-09,7.8,0.1,51
2010-04-10,6.05,0.0,3
2010-04-11,6.25,0.8,51
2010-04-12,7.35,0.0,3
2010-04-13,8.3,0.0,3
2010-04-14,8.35,0.0,3
2010-04-15,7.75,0.0,3
2010-04-16,6.4,0.0,3
2010-04-17,6.6,0.0,1
2010-04-18,8.85,0.0,0
2010-04-19,7.8,0.0,2
2010-04-20,7.3500000000000005,1.1,53
2010-04-21,5.75,0.5,51
2010-04-22,5.6,0.0,3
2010-04-23,6.2,0.0,0
2010-04-24,8.9,0.0,3
2010-04-25,14.5,0.0,3
2010-04-26,12.3,7.6,61
2010-04-27,11.600000000000001,0.0,3
2010-04-28,12.05,0.0,3
2010-04-29,17.55,0.0,3
2010-04-30,13.3,1.9,53
2010-05-01,12.1,0.9,51
2010-05-02,9.6,4.4,53
2010-05-03,9.75,0.1,51
2010-05-04,7.75,0.8,51
2010-05-05,6.45,0.0,3
2010-05-06,5.699999999999999,18.2,61
2010-05-07,6.25,3.1,51
2010-05-08,8.95,0.0,3
2010-05-09,8.7,1.0,51
2010-05-10,6.85,0.0,3
2010-05-11,8.0,0.7,51
2010-05-12,8.15,5.5,61
2010-05-13,7.8,0.0,3
2010-05-14,7.95,0.0,3
2010-05-15,7.949999999999999,1.8,51
2010-05-16,9.9,0.0,3
2010-05-17,9.55,2.6,53
2010-05-18,8.9,0.3,51
2010-05-19,10.75,1.6,53
2010-05-20,12.3,0.0,3
2010-05-21,12.05,0.0,0
2010-05-22,13.399999999999999,0.0,3
2010-05-23,14.600000000000001,0.0,3
2010-05-24,16.5,0.2,51
2010-05-25,12.25,0.0,3
2010-05-26,9.85,7.8,61
2010-05-27,11.9,0.4,51
2010-05-28,12.7,0.0,3
2010-05-29,11.100000000000001,0.1,51
2010-05-30,12.5,15.7,63
2010-05-31,10.55,1.0,51
2010-06-01,14.2,0.0,3
2010-06-02,14.35,0.0,3
2010-06-03,14.899999999999999,0.0,0
2010-06-04,13.95,0.0,0
2010-06-05,15.95,0.0,3
2010-06-06,18.75,3.3,61
2010-06-07,16.8,0.0,3
2010-06-08,17.5,2.3,61
2010-06-09,20.8,0.7,51
2010-06-10,21.299999999999997,10.5,63
2010-06-11,20.1,6.3,63
2010-06-12,14.25,0.3,51
2010-06-13,12.75,0.2,51
2010-06-14,13.5,0.0,3
2010-06-15,13.4,0.0,3
2010-06-16,14.700000000000001,0.0,3
2010-06-17,16.35,0.0,3
2010-06-18,14.049999999999999,0.0,3
2010-06-19,12.25,1.5,53
2010-06-20,12.15,0.0,3
2010-06-21,12.1,0.1,51
2010-06-22,14.200000000000001,0.0,3
2010-06-23,16.6,0.0,3
2010-06-24,18.200000000000003,0.0,3
2010-06-25,18.85,0.0,3
2010-06-26,16.75,0.0,1
2010-06-27,19.6,0.0,0
2010-06-28,22.05,0.0,2
2010-06-29,22.4,0.3,51
2010-06-30,20.2,0.0,3
2010-07-01,21.95,0.0,3
2010-07-02,26.25,0.0,3
2010-07-03,27.5,0.0,3
2010-07-04,22.75,1.4,53
2010-07-05,20.65,0.2,51
2010-07-06,17.15,0.3,51
2010-07-07,17.95,0.0,2
2010-07-08,22.55,0.0,3
2010-07-09,24.950000000000003,0.0,3
2010-07-10,27.5,0.0,2
2010-07-11,27.9,0.2,51
2010-07-12,27.35,7.6,63
2010-07-13,22.5,1.0,53
2010-07-14,25.6,5.3,63
2010-07-15,21.049999999999997,0.0,3
2010-07-16,21.65,0.0,2
2010-07-17,20.65,0.1,51
2010-07-18,17.35,0.0,3
2010-07-19,19.6,0.0,0
2010-07-20,22.95,0.0,3
2010-07-21,25.4,0.2,51
2010-07-22,20.85,8.9,61
2010-07-23,19.6,0.6,51
2010-07-24,16.35,0.4,51
2010-07-25,15.3,0.0,3
2010-07-26,15.899999999999999,10.1,61
2010-07-27,17.4,0.4,51
2010-07-28,17.9,6.4,61
2010-07-29,16.3,9.5,63
2010-07-30,16.45,0.2,51
2010-07-31,18.1,1.2,53
2010-08-01,20.799999999999997,2.9,61
2010-08-02,18.05,0.5,51
2010-08-03,17.15,1.4,51
2010-08-04,17.35,6.9,61
2010-08-05,17.15,6.8,55
2010-08-06,17.45,0.0,3
2010-08-07,17.9,1.1,53
2010-08-08,18.45,9.5,63
2010-08-09,18.05,1.2,51
2010-08-10,18.700000000000003,0.6,51
2010-08-11,18.8,7.1,61
2010-08-12,18.25,0.8,51
2010-08-13,17.0,0.4,51
2010-08-14,18.8,0.1,51
2010-08-15,17.4,14.2,61
2010-08-16,16.25,5.5,55
2010-08-17,16.1,10.1,61
2010-08-18,16.5,1.8,51
2010-08-19,16.1,0.7,51
2010-08-20,18.95,0.0,3
2010-08-21,21.45,0.0,2
2010-08-22,21.549999999999997,0.4,51
2010-08-23,20.25,11.2,63
2010-08-24,16.65,0.2,51
2010-08-25,16.15,0.7,51
2010-08-26,15.9,43.3,63
2010-08-27,15.600000000000001,28.8,63
2010-08-28,14.2,1.6,53
2010-08-29,13.149999999999999,11.8,61
2010-08-30,11.05,9.2,61
2010-08-31,12.600000000000001,0.4,51
2010-09-01,13.35,1.0,51
2010-09-02,12.700000000000001,1.3,51
2010-09-03,13.6,0.0,3
2010-09-04,12.5,0.3,51
2010-09-05,11.5,1.1,51
2010-09-06,13.45,0.0,3
2010-09-07,14.2,0.3,51
2010-09-08,14.5,6.8,53
2010-09-09,14.65,1.9,53
2010-09-10,15.25,2.7,53
2010-09-11,17.45,0.0,3
2010-09-12,17.299999999999997,11.8,63
2010-09-13,14.75,1.4,53
2010-09-14,14.450000000000001,15.7,63
2010-09-15,13.9,10.4,63
2010-09-16,12.05,10.5,63
2010-09-17,11.95,1.9,51
2010-09-18,11.35,0.7,53
2010-09-19,11.15,0.0,3
2010-09-20,14.75,0.0,3
2010-09-21,14.850000000000001,0.0,3
2010-09-22,15.600000000000001,0.0,3
2010-09-23,17.55,0.0,3
2010-09-24,14.9,13.6,61
2010-09-25,11.850000000000001,1.2,53
2010-09-26,9.45,0.0,3
2010-09-27,9.5,22.7,61
2010-09-28,11.05,0.8,51
2010-09-29,10.4,0.6,51
2010-09-30,10.5,0.0,3
2010-10-01,11.6,5.5,55
2010-10-02,12.65,2.9,53
2010-10-03,17.4,1.8,53
2010-10-04,17.049999999999997,0.0,3
2010-10-05,15.9,0.0,3
2010-10-06,16.35,0.0,3
2010-10-07,15.0,0.0,3
2010-10-08,14.899999999999999,0.0,3
2010-10-09,13.3,0.0,2
2010-10-10,10.55,0.0,0
2010-10-11,8.85,0.0,0
2010-10-12,6.8500000000000005,0.0,3
2010-10-13,7.3,0.0,3
2010-10-14,6.1000000000000005,0.0,3
2010-10-15,9.5,6.2,55
2010-10-16,7.15,7.9,55
2010-10-17,6.8999999999999995,0.0,3
2010-10-18,5.3,0.2,51
2010-10-19,8.6,6.1,55
2010-10-20,6.25,4.2,55
2010-10-21,5.449999999999999,1.5,51
2010-10-22,7.35,0.0,3
2010-10-23,7.1499999999999995,1.0,51
2010-10-24,7.050000000000001,1.6,53
2010-10-25,6.1499999999999995,0.0,3
2010-10-26,6.4,0.2,51
2010-10-27,7.9,0.0,3
2010-10-28,9.95,0.3,51
2010-10-29,9.75,0.0,3
2010-10-30,12.25,0.0,3
2010-10-31,9.05,1.1,51
2010-11-01,7.1000000000000005,0.0,3
2010-11-02,9.15,0.0,3
2010-11-03,11.350000000000001,4.0,53
2010-11-04,12.45,6.1,53
2010-11-05,12.8,11.6,61
2010-11-06,9.7,18.2,63
2010-11-07,4.8,0.0,3
2010-11-08,4.15,0.2,51
2010-11-09,4.85,2.6,53
2010-11-10,5.6,7.0,53
2010-11-11,5.3500000000000005,7.5,61
2010-11-12,9.3,6.0,61
2010-11-13,10.2,28.8,63
2010-11-14,12.25,6.2,55
2010-11-15,8.6,0.0,3
2010-11-16,6.050000000000001,0.3,51
2010-11-17,3.45,0.0,3
2010-11-18,5.05,0.5,51
2010-11-19,5.449999999999999,0.2,51
2010-11-20,6.05,0.0,3
2010-11-21,4.0,0.0,3
2010-11-22,3.8499999999999996,1.2,51
2010-11-23,3.6,6.8,55
2010-11-24,0.15000000000000013,1.6,71
2010-11-25,-0.44999999999999996,1.5,71
2010-11-26,-1.4000000000000001,0.0,3
2010-11-27,-1.4,0.0,3
2010-11-28,-2.5500000000000003,0.0,3
2010-11-29,-1.7,0.4,71
2010-11-30,-2.75,0.0,3
2010-12-01,-5.85,1.0,73
2010-12-02,-7.300000000000001,0.8,71
2010-12-03,-5.3,0.0,3
2010-12-04,-3.5,0.5,71
2010-12-05,0.25,12.8,73
2010-12-06,-0.25,0.0,3
2010-12-07,-2.95,0.0,3
2010-12-08,-2.55,4.1,73
2010-12-09,-1.0,3.1,73
2010-12-10,-0.3999999999999999,4.6,73
2010-12-11,4.5,7.9,61
2010-12-12,0.6499999999999999,3.3,71
2010-12-13,-3.5,4.3,73
2010-12-14,-3.6,0.2,71
2010-12-15,-5.949999999999999,0.0,3
2010-12-16,-3.8,8.2,75
2010-12-17,-6.300000000000001,1.0,73
2010-12-18,-8.2,0.0,3
2010-12-19,-6.1499999999999995,7.5,73
2010-12-20,-7.8,1.6,73
2010-12-21,-6.699999999999999,0.0,71
2010-12-22,-3.1,1.4,73
2010-12-23,-1.75,7.5,73
2010-12-24,-3.3,4.1,73
2010-12-25,-7.5,0.0,3
2010-12-26,-4.85,3.0,73
2010-12-27,-1.55,0.7,71
2010-12-28,-3.55,0.0,3
2010-12-29,-7.1499999999999995,0.0,3
2010-12-30,-8.25,0.0,3
2010-12-31,0.19999999999999996,1.9,73
2011-01-01,0.9000000000000001,2.9,71
2011-01-02,-1.0499999999999998,1.4,73
2011-01-03,-2.75,0.3,71
2011-01-04,-1.85,0.0,3
2011-01-05,-3.8499999999999996,0.0,3
2011-01-06,3.45,11.6,61
2011-01-07,4.35,1.8,53
2011-01-08,8.1,1.3,51
2011-01-09,5.15,6.1,55
2011-01-10,0.55,0.0,3
2011-01-11,1.7000000000000002,0.3,51
2011-01-12,4.1,7.3,61
2011-01-13,8.25,19.7,61
2011-01-14,9.850000000000001,12.8,55
2011-01-15,7.800000000000001,1.6,53
2011-01-16,8.3,0.0,3
2011-01-17,6.5,0.0,3
2011-01-18,5.699999999999999,6.1,55
2011-01-19,2.35,2.4,71
2011-01-20,-0.04999999999999999,0.2,71
2011-01-21,-0.85,0.0,71
2011-01-22,0.9,0.9,71
2011-01-23,2.35,0.6,71
2011-01-24,2.0,0.4,51
2011-01-25,2.9,6.5,73
2011-01-26,0.29999999999999993,0.0,3
2011-01-27,-1.45,0.0,71
2011-01-28,-1.4500000000000002,0.0,3
2011-01-29,-2.1,0.0,2
2011-01-30,-1.95,0.0,3
2011-01-31,-2.15,0.0,3
2011-02-01,-2.3000000000000003,0.8,73
2011-02-02,1.05,0.7,73
2011-02-03,2.95,1.6,53
2011-02-04,5.05,2.3,53
2011-02-05,8.35,0.6,51
2011-02-06,7.8999999999999995,0.3,51
2011-02-07,7.8500000000000005,0.0,3
2011-02-08,4.75,0.0,3
2011-02-09,2.6500000000000004,0.0,3
2011-02-10,4.95,3.9,55
2011-02-11,5.5,9.9,55
2011-02-12,1.5,7.7,75
2011-02-13,5.2,0.4,51
2011-02-14,5.2,0.0,3
2011-02-15,5.35,5.1,53
2011-02-16,5.6,0.0,3
2011-02-17,0.95,0.0,3
2011-02-18,0.0,0.0,3
2011-02-19,-0.09999999999999998,0.0,3
2011-02-20,-1.95,0.0,3
2011-02-21,-3.05,0.0,3
2011-02-22,-4.5,0.0,3
2011-02-23,-1.75,0.0,3
2011-02-24,1.55,0.1,71
2011-02-25,3.9,0.0,3
2011-02-26,4.7,0.1,51
2011-02-27,3.85,3.0,53
2011-02-28,3.85,0.0,3
2011-03-01,3.1,0.0,3
2011-03-02,1.2499999999999998,0.0,2
2011-03-03,1.4500000000000002,0.0,0
2011-03-04,1.35,0.0,0
2011-03-05,0.1499999999999999,0.0,3
2011-03-06,0.30000000000000027,0.0,3
2011-03-07,0.6499999999999999,0.0,0
2011-03-08,3.4000000000000004,0.0,0
2011-03-09,6.0,0.9,51
2011-03-10,4.85,1.3,51
2011-03-11,5.3,4.3,53
2011-03-12,7.1499999999999995,0.0,3
2011-03-13,9.95,0.1,51
2011-03-14,9.2,2.2,51
2011-03-15,9.25,0.0,3
2011-03-16,6.15,0.0,3
2011-03-17,5.6,0.0,3
2011-03-18,5.699999999999999,0.5,51
2011-03-19,4.25,0.0,3
2011-03-20,3.8000000000000003,0.0,3
2011-03-21,4.9,0.0,3
2011-03-22,5.75,0.0,2
2011-03-23,6.5,0.0,3
2011-03-24,7.1000000000000005,0.0,3
2011-03-25,7.75,0.0,3
2011-03-26,3.8,0.6,51
2011-03-27,3.8499999999999996,0.0,0
2011-03-28,3.25,0.0,3
2011-03-29,4.6,0.0,0
2011-03-30,7.6000000000000005,0.0,3
2011-03-31,10.2,3.5,53
2011-04-01,12.55,0.6,51
2011-04-02,14.549999999999999,0.0,3
2011-04-03,12.25,12.6,63
2011-04-04,10.55,8.7,61
2011-04-05,8.9,0.3,51
2011-04-06,12.8,0.0,3
2011-04-07,12.350000000000001,0.0,3
2011-04-08,10.100000000000001,0.0,3
2011-04-09,9.15,0.0,3
2011-04-10,9.5,0.0,3
2011-04-11,12.05,0.0,3
2011-04-12,8.05,6.7,61
2011-04-13,8.1,0.5,51
2011-04-14,6.1,0.0,3
2011-04-15,7.25,0.0,3
2011-04-16,7.85,0.0,3
2011-04-17,10.200000000000001,0.0,3
2011-04-18,11.0,0.0,2
2011-04-19,13.85,0.0,0
2011-04-20,13.950000000000001,0.0,1
2011-04-21,15.5,0.0,2
2011-04-22,16.85,0.0,0
2011-04-23,16.7,0.0,1
2011-04-24,16.15,0.0,0
2011-04-25,14.15,0.0,0
2011-04-26,13.600000000000001,0.2,51
2011-04-27,13.25,8.3,61
2011-04-28,13.85,3.2,53
2011-04-29,16.2,0.2,51
2011-04-30,13.5,0.0,3
2011-05-01,10.7,0.0,0
2011-05-02,7.699999999999999,0.0,3
2011-05-03,7.050000000000001,0.0,3
2011-05-04,6.9,1.0,51
2011-05-05,9.1,0.0,3
2011-05-06,14.350000000000001,0.0,3
2011-05-07,17.8,0.0,3
2011-05-08,18.05,0.0,2
2011-05-09,19.45,0.0,3
2011-05-10,19.55,0.0,3
2011-05-11,17.200000000000003,1.4,53
2011-05-12,14.75,0.4,51
2011-05-13,13.05,0.2,51
2011-05-14,13.35,1.3,51
2011-05-15,11.05,2.5,53
2011-05-16,10.15,6.4,53
2011-05-17,13.45,1.4,51
2011-05-18,14.45,0.0,3
2011-05-19,15.3,0.0,3
2011-05-20,16.05,5.2,61
2011-05-21,17.25,0.0,2
2011-05-22,17.35,5.0,63
2011-05-23,15.5,0.0,3
2011-05-24,13.850000000000001,0.0,3
2011-05-25,13.75,0.0,2
2011-05-26,18.25,0.1,51
2011-05-27,14.149999999999999,0.2,51
2011-05-28,12.9,0.5,51
2011-05-29,16.25,0.1,51
2011-05-30,19.5,0.0,1
2011-05-31,15.8,6.7,61
2011-06-01,13.8,0.0,3
2011-06-02,13.9,0.0,2
2011-06-03,18.3,0.0,2
2011-06-04,20.85,0.0,2
2011-06-05,23.1,2.3,61
2011-06-06,21.700000000000003,2.0,61
2011-06-07,18.95,0.0,3
2011-06-08,14.55,8.9,61
2011-06-09,14.8,0.0,3
2011-06-10,15.2,0.1,51
2011-06-11,15.0,1.1,51
2011-06-12,14.5,0.0,3
2011-06-13,16.15,0.0,3
2011-06-14,18.05,2.2,51
2011-06-15,17.55,0.0,3
2011-06-16,18.45,3.5,61
2011-06-17,15.65,0.5,51
2011-06-18,15.600000000000001,2.3,53
2011-06-19,13.65,4.1,61
2011-06-20,14.4,0.1,51
2011-06-21,17.35,4.3,55
2011-06-22,18.2,21.8,65
2011-06-23,15.35,0.7,51
2011-06-24,14.0,8.9,63
2011-06-25,12.7,2.3,51
2011-06-26,17.8,2.6,51
2011-06-27,20.25,0.0,1
2011-06-28,24.0,0.0,3
2011-06-29,21.15,3.0,51
2011-06-30,15.8,0.0,3
2011-07-01,14.3,6.8,63
2011-07-02,12.95,0.5,51
2011-07-03,13.75,1.0,51
2011-07-04,16.3,0.0,3
2011-07-05,17.6,0.0,3
2011-07-06,19.85,0.2,51
2011-07-07,17.7,0.3,51
2011-07-08,18.65,0.6,51
2011-07-09,18.95,0.8,53
2011-07-10,17.9,0.3,51
2011-07-11,17.450000000000003,0.0,2
2011-07-12,20.0,0.1,51
2011-07-13,18.85,2.1,53
2011-07-14,15.0,5.8,63
2011-07-15,15.200000000000001,5.5,55
2011-07-16,17.6,0.1,51
2011-07-17,17.5,10.1,61
2011-07-18,17.25,0.7,51
2011-07-19,17.15,0.0,3
2011-07-20,17.9,2.4,55
2011-07-21,17.2,1.4,51
2011-07-22,14.799999999999999,0.0,3
2011-07-23,14.399999999999999,0.2,51
2011-07-24,11.95,11.3,53
2011-07-25,15.0,0.8,51
2011-07-26,16.75,6.3,61
2011-07-27,17.7,1.6,53
2011-07-28,18.2,0.0,3
2011-07-29,16.2,0.0,3
2011-07-30,15.399999999999999,0.3,51
2011-07-31,15.5,0.0,3
2011-08-01,16.85,0.0,3
2011-08-02,19.5,0.0,3
2011-08-03,22.85,1.6,53
2011-08-04,21.200000000000003,3.0,53
2011-08-05,20.8,2.3,53
2011-08-06,21.25,9.5,61
2011-08-07,17.45,1.5,51
2011-08-08,15.3,12.5,63
2011-08-09,14.75,4.2,55
2011-08-10,14.1,0.4,51
2011-08-11,18.05,1.1,51
2011-08-12,17.4,12.2,63
2011-08-13,17.15,5.5,61
2011-08-14,17.6,16.7,63
2011-08-15,16.5,1.9,53
2011-08-16,15.05,0.0,3
2011-08-17,18.799999999999997,0.3,51
2011-08-18,19.5,3.5,61
2011-08-19,17.35,1.9,53
2011-08-20,16.4,0.0,3
2011-08-21,20.35,2.9,55
2011-08-22,20.35,0.4,51
2011-08-23,23.15,5.9,61
2011-08-24,21.950000000000003,3.1,61
2011-08-25,19.75,0.0,3
2011-08-26,24.200000000000003,9.6,63
2011-08-27,15.75,17.8,63
2011-08-28,14.7,0.9,51
2011-08-29,13.7,2.0,51
2011-08-30,12.85,0.3,51
2011-08-31,13.5,0.2,51
2011-09-01,13.45,0.0,3
2011-09-02,15.75,0.0,3
2011-09-03,20.65,0.0,3
2011-09-04,21.7,7.4,61
2011-09-05,16.55,1.2,51
2011-09-06,16.35,3.7,55
2011-09-07,14.350000000000001,10.9,61
2011-09-08,13.0,10.0,61
2011-09-09,15.9,0.0,3
2011-09-10,21.200000000000003,0.1,51
2011-09-11,20.2,4.2,53
2011-09-12,17.55,0.3,51
2011-09-13,16.25,0.0,3
2011-09-14,14.0,0.1,51
2011-09-15,13.8,0.0,3
2011-09-16,13.399999999999999,0.1,51
2011-09-17,16.2,1.2,51
2011-09-18,13.25,0.9,51
2011-09-19,12.7,0.0,3
2011-09-20,13.649999999999999,0.1,51
2011-09-21,15.25,0.0,3
2011-09-22,14.149999999999999,0.5,51
2011-09-23,13.45,0.4,51
2011-09-24,13.8,0.0,2
2011-09-25,16.3,0.0,3
2011-09-26,17.2,0.0,3
2011-09-27,16.35,0.0,3
2011-09-28,17.0,0.0,2
2011-09-29,18.05,0.0,2
2011-09-30,18.6,0.0,1
2011-10-01,17.8,0.0,0
2011-10-02,16.8,0.0,1
2011-10-03,16.6,0.0,2
2011-10-04,17.05,0.0,3
2011-10-05,16.75,0.9,51
2011-10-06,13.450000000000001,5.3,63
2011-10-07,10.25,4.2,61
2011-10-08,8.3,4.9,53
2011-10-09,7.0,3.5,55
2011-10-10,13.65,3.5,53
2011-10-11,13.4,11.9,61
2011-10-12,10.0,4.7,55
2011-10-13,9.25,0.0,3
2011-10-14,5.8999999999999995,0.0,3
2011-10-15,7.75,0.0,2
2011-10-16,9.45,0.0,0
2011-10-17,8.45,0.0,3
2011-10-18,10.3,4.2,61
2011-10-19,8.25,2.2,61
2011-10-20,6.6,0.4,51
2011-10-21,6.3,0.0,3
2011-10-22,6.65,0.0,3
2011-10-23,7.3500000000000005,0.0,0
2011-10-24,8.8,0.0,1
2011-10-25,9.6,0.8,53
2011-10-26,10.0,0.2,51
2011-10-27,10.2,0.0,3
2011-10-28,11.7,0.0,3
2011-10-29,11.05,0.1,51
2011-10-30,12.8,0.0,3
2011-10-31,12.55,0.0,3
2011-11-01,12.2,0.0,1
2011-11-02,12.100000000000001,0.8,51
2011-11-03,13.45,0.0,3
2011-11-04,13.850000000000001,0.0,3
2011-11-05,11.3,0.0,3
2011-11-06,9.55,0.0,3
2011-11-07,8.65,0.0,3
2011-11-08,7.85,0.0,3
2011-11-09,7.7,0.0,3
2011-11-10,6.25,0.0,3
2011-11-11,4.7,0.0,3
2011-11-12,5.1499999999999995,0.0,2
2011-11-13,4.199999999999999,0.0,3
2011-11-14,3.35,0.0,2
2011-11-15,2.4,0.0,3
2011-11-16,2.6,0.0,3
2011-11-17,2.3,0.0,3
2011-11-18,7.15,1.9,53
2011-11-19,6.85,0.0,3
2011-11-20,6.25,0.0,3
2011-11-21,6.0,0.0,2
2011-11-22,2.6500000000000004,0.0,3
2011-11-23,4.050000000000001,0.0,3
2011-11-24,7.75,0.0,3
2011-11-25,6.25,0.5,51
2011-11-26,6.75,0.5,51
2011-11-27,8.15,0.8,51
2011-11-28,5.2,0.0,2
2011-11-29,3.9000000000000004,0.0,3
2011-11-30,6.5,0.0,3
2011-12-01,7.35,3.1,53
2011-12-02,7.75,4.0,53
2011-12-03,5.75,8.7,61
2011-12-04,6.15,2.3,51
2011-12-05,3.5999999999999996,5.5,53
2011-12-06,2.5,1.9,73
2011-12-07,3.0999999999999996,7.1,71
2011-12-08,5.75,2.4,53
2011-12-09,5.800000000000001,5.4,61
2011-12-10,2.5,0.8,71
2011-12-11,2.0,0.0,3
2011-12-12,4.95,4.7,53
2011-12-13,5.95,7.8,61
2011-12-14,5.6,6.4,61
2011-12-15,4.65,0.6,51
2011-12-16,3.1500000000000004,25.6,75
2011-12-17,2.75,3.5,73
2011-12-18,1.7999999999999998,1.6,71
2011-12-19,1.3499999999999999,0.6,71
2011-12-20,2.4499999999999997,8.7,73
2011-12-21,3.4000000000000004,2.8,71
2011-12-22,5.3,7.1,61
2011-12-23,7.8,0.0,3
2011-12-24,5.1,6.6,55
2011-12-25,6.1000000000000005,0.1,51
2011-12-26,8.75,0.6,51
2011-12-27,7.35,0.0,3
2011-12-28,6.4,0.2,51
2011-12-29,4.45,6.0,71
2011-12-30,2.8,5.4,71
2011-12-31,4.3,3.0,71
2012-01-01,9.95,4.8,55
2012-01-02,8.15,7.1,61
2012-01-03,6.45,4.4,55
2012-01-04,5.25,3.4,53
2012-01-05,4.9,21.8,63
2012-01-06,4.6,2.8,51
2012-01-07,4.9,6.7,53
2012-01-08,4.65,4.7,53
2012-01-09,5.25,3.6,53
2012-01-10,5.6,0.2,51
2012-01-11,7.25,0.4,51
2012-01-12,5.75,4.8,61
2012-01-13,3.3499999999999996,1.9,51
2012-01-14,2.75,0.1,51
2012-01-15,-0.40000000000000013,0.0,3
2012-01-16,-0.19999999999999996,0.0,3
2012-01-17,-0.4500000000000002,0.0,3
2012-01-18,0.6499999999999999,4.3,61
2012-01-19,3.6,15.8,61
2012-01-20,2.1,4.5,71
2012-01-21,3.7,9.9,73
2012-01-22,4.4,9.5,71
2012-01-23,2.85,3.0,71
2012-01-24,1.9999999999999998,0.9,51
2012-01-25,1.4,0.0,3
2012-01-26,1.2999999999999998,0.2,71
2012-01-27,2.9499999999999997,2.8,73
2012-01-28,0.55,0.0,3
2012-01-29,-2.1,0.1,71
2012-01-30,-2.4,0.0,3
2012-01-31,-5.35,0.0,1
2012-02-01,-6.35,0.0,0
2012-02-02,-8.45,0.0,0
2012-02-03,-7.3500000000000005,0.2,71
2012-02-04,-8.6,0.0,3
2012-02-05,-8.15,0.0,3
2012-02-06,-9.55,0.0,3
2012-02-07,-10.6,0.0,71
2012-02-08,-5.3,0.0,3
2012-02-09,-4.1499999999999995,0.3,71
2012-02-10,-6.6,0.0,3
2012-02-11,-6.25,0.0,3
2012-02-12,-5.300000000000001,0.0,71
2012-02-13,-0.30000000000000004,2.5,73
2012-02-14,1.45,3.1,73
2012-02-15,2.45,6.0,73
2012-02-16,1.05,1.1,51
2012-02-17,4.9,1.3,51
2012-02-18,4.95,1.3,51
2012-02-19,2.4,7.2,73
2012-02-20,0.050000000000000044,0.0,3
2012-02-21,2.6,0.0,3
2012-02-22,5.15,0.0,3
2012-02-23,6.800000000000001,2.8,53
2012-02-24,8.2,4.6,53
2012-02-25,4.7,0.1,51
2012-02-26,3.9,1.5,51
2012-02-27,1.9000000000000001,0.7,51
2012-02-28,6.9,0.0,3
2012-02-29,8.75,0.0,3
2012-03-01,8.600000000000001,0.0,3
2012-03-02,7.7,0.0,3
2012-03-03,7.3,0.2,51
2012-03-04,8.7,0.6,51
2012-03-05,5.5,1.7,51
2012-03-06,4.6000000000000005,0.0,3
2012-03-07,5.3,5.0,55
2012-03-08,5.1,2.5,53
2012-03-09,4.5,0.0,3
2012-03-10,7.8,0.3,51
2012-03-11,7.75,0.0,3
2012-03-12,7.5,0.2,51
2012-03-13,6.65,0.0,3
2012-03-14,5.9,0.0,3
2012-03-15,7.8500000000000005,0.0,3
2012-03-16,10.35,0.0,0
2012-03-17,10.6,1.4,53
2012-03-18,7.449999999999999,1.7,51
2012-03-19,6.1,0.0,3
2012-03-20,6.85,0.0,3
2012-03-21,8.5,0.0,1
2012-03-22,10.05,0.0,1
2012-03-23,9.9,0.0,0
2012-03-24,11.3,0.0,3
2012-03-25,8.6,0.0,3
2012-03-26,8.3,0.0,3
